Gene name	Gene stable ID	Gene type
puraa	ENSDARG00000067591	protein_coding
thoc2	ENSDARG00000037503	protein_coding
ccnt2a	ENSDARG00000036685	protein_coding
ndufs4	ENSDARG00000052840	protein_coding
tgfbi	ENSDARG00000071586	protein_coding
samsn1b	ENSDARG00000078647	protein_coding
chst7	ENSDARG00000044341	protein_coding
esrrga	ENSDARG00000004861	protein_coding
rac1a	ENSDARG00000074849	protein_coding
tmem150aa	ENSDARG00000068227	protein_coding
si:ch73-375g18.1	ENSDARG00000075024	protein_coding
SLC5A10	ENSDARG00000074212	protein_coding
cdipt	ENSDARG00000070686	protein_coding
pigc	ENSDARG00000009113	protein_coding
si:dkey-206d17.15	ENSDARG00000100046	protein_coding
ddx6	ENSDARG00000061338	protein_coding
slc9a5	ENSDARG00000078560	protein_coding
adcyap1r1a	ENSDARG00000053724	protein_coding
si:ch211-271e10.6	ENSDARG00000093763	protein_coding
si:ch211-194m7.4	ENSDARG00000111882	protein_coding
rhof	ENSDARG00000054389	protein_coding
pimr199	ENSDARG00000104972	protein_coding
kbtbd12	ENSDARG00000001882	protein_coding
six1a	ENSDARG00000039304	protein_coding
mkrn1	ENSDARG00000041665	protein_coding
si:ch73-193i2.2	ENSDARG00000031278	protein_coding
chrnb1	ENSDARG00000069660	protein_coding
si:ch211-111e20.1	ENSDARG00000101918	protein_coding
hs3st3b1b	ENSDARG00000086645	protein_coding
ponzr10	ENSDARG00000087764	protein_coding
atp1a1a.3	ENSDARG00000039131	protein_coding
BX005128.1	ENSDARG00000096910	antisense
exosc2	ENSDARG00000028688	protein_coding
angptl4	ENSDARG00000035859	protein_coding
fam13b	ENSDARG00000076779	protein_coding
phf1	ENSDARG00000057439	protein_coding
ghrhrb	ENSDARG00000053708	protein_coding
BX323060.3	ENSDARG00000105651	lincRNA
zgc:66427	ENSDARG00000023303	protein_coding
olfcq1	ENSDARG00000068520	protein_coding
clockb	ENSDARG00000003631	protein_coding
DAB2	ENSDARG00000053091	protein_coding
gpd1l	ENSDARG00000040024	protein_coding
magt1	ENSDARG00000058062	protein_coding
peli2	ENSDARG00000029045	protein_coding
BX539313.2	ENSDARG00000097454	processed_transcript
otud5b	ENSDARG00000056840	protein_coding
ppp6r2a	ENSDARG00000045540	protein_coding
shisal1a	ENSDARG00000045594	protein_coding
dla	ENSDARG00000010791	protein_coding
AL773558.1	ENSDARG00000098223	processed_transcript
CR318646.2	ENSDARG00000093662	processed_transcript
thyn1	ENSDARG00000042659	protein_coding
cdk6	ENSDARG00000070228	protein_coding
myct1b	ENSDARG00000088546	protein_coding
ccdc136b	ENSDARG00000075513	protein_coding
SAMD4B	ENSDARG00000086735	protein_coding
cenpn	ENSDARG00000043640	protein_coding
si:ch211-256m1.8	ENSDARG00000055172	protein_coding
si:dkey-256e7.5	ENSDARG00000092600	protein_coding
si:dkey-40c23.1	ENSDARG00000097592	protein_coding
sass6	ENSDARG00000058346	protein_coding
si:dkey-49c17.4	ENSDARG00000074824	protein_coding
tmem256	ENSDARG00000038901	protein_coding
BX649282.2	ENSDARG00000105815	protein_coding
si:ch73-314g15.3	ENSDARG00000000423	protein_coding
BX649487.1	ENSDARG00000096845	sense_intronic
tmem127	ENSDARG00000030981	protein_coding
CABZ01044765.1	ENSDARG00000105501	lincRNA
ush2a	ENSDARG00000029482	protein_coding
AL929220.1	ENSDARG00000103323	sense_overlapping
dcbld1	ENSDARG00000015907	protein_coding
mycla	ENSDARG00000006003	protein_coding
tdrd1	ENSDARG00000007465	protein_coding
tnpo3	ENSDARG00000045680	protein_coding
si:dkey-79d12.4	ENSDARG00000078018	protein_coding
zgc:114174	ENSDARG00000057884	protein_coding
phkg1b	ENSDARG00000069498	protein_coding
si:ch211-63b16.3	ENSDARG00000097418	protein_coding
chl1a	ENSDARG00000077881	protein_coding
si:ch211-125e6.5	ENSDARG00000069381	protein_coding
spryd7b	ENSDARG00000069485	protein_coding
gabrd	ENSDARG00000059763	protein_coding
atp2c1	ENSDARG00000060197	protein_coding
si:ch73-256j6.6	ENSDARG00000095398	protein_coding
CR382327.2	ENSDARG00000097494	unprocessed_pseudogene
usp12a	ENSDARG00000078109	protein_coding
BX927184.1	ENSDARG00000097904	lincRNA
sox11a	ENSDARG00000077811	protein_coding
copz1	ENSDARG00000017844	protein_coding
si:ch73-46j18.5	ENSDARG00000092467	protein_coding
PAMR1	ENSDARG00000103184	protein_coding
psmc6	ENSDARG00000037038	protein_coding
ctdnep1a	ENSDARG00000016519	protein_coding
rps6ka5	ENSDARG00000060551	protein_coding
si:dkeyp-38g8.5	ENSDARG00000056954	protein_coding
gpr12	ENSDARG00000062934	protein_coding
zgc:100832	ENSDARG00000012035	protein_coding
rpgrip1l	ENSDARG00000051754	protein_coding
CU856358.1	ENSDARG00000098525	antisense
CU929359.2	ENSDARG00000096784	lincRNA
mylipa	ENSDARG00000008859	protein_coding
kremen1	ENSDARG00000062579	protein_coding
pimr184	ENSDARG00000100045	protein_coding
smg8	ENSDARG00000061378	protein_coding
marveld3	ENSDARG00000099654	protein_coding
si:dkeyp-72h1.1	ENSDARG00000095347	protein_coding
si:ch73-252p3.1	ENSDARG00000099522	protein_coding
spp1	ENSDARG00000044276	protein_coding
sorbs1	ENSDARG00000103435	protein_coding
RUNDC1	ENSDARG00000091962	protein_coding
znfl2a	ENSDARG00000008333	protein_coding
prss35	ENSDARG00000100691	protein_coding
acaa1	ENSDARG00000004687	protein_coding
eef1a1a	ENSDARG00000039502	protein_coding
atp1b2b	ENSDARG00000034424	protein_coding
scpp8	ENSDARG00000093124	protein_coding
si:dkey-32e23.4	ENSDARG00000063159	protein_coding
BX465225.1	ENSDARG00000096609	processed_transcript
dnaja2a	ENSDARG00000104066	protein_coding
gch1	ENSDARG00000070453	protein_coding
cela1.6	ENSDARG00000017314	protein_coding
rpz5	ENSDARG00000075718	protein_coding
CU464134.1	ENSDARG00000097924	antisense
apoob	ENSDARG00000026444	protein_coding
c2cd3	ENSDARG00000074137	protein_coding
CU302436.1	ENSDARG00000114500	protein_coding
cbsa	ENSDARG00000053500	protein_coding
si:dkeyp-87d1.1	ENSDARG00000104681	protein_coding
gnl2	ENSDARG00000098080	protein_coding
znhit3	ENSDARG00000023950	protein_coding
wdr35	ENSDARG00000069269	protein_coding
entpd3	ENSDARG00000035309	protein_coding
cbln2b	ENSDARG00000077151	protein_coding
clec14a	ENSDARG00000103533	protein_coding
hsbp1a	ENSDARG00000069425	protein_coding
si:ch211-235i11.5	ENSDARG00000093378	protein_coding
or106-1	ENSDARG00000068661	protein_coding
or109-3	ENSDARG00000100272	protein_coding
CT025748.1	ENSDARG00000094576	processed_transcript
CR391977.1	ENSDARG00000097568	processed_transcript
abhd6b	ENSDARG00000070894	protein_coding
pcdh2ab2	ENSDARG00000037691	protein_coding
slc39a5	ENSDARG00000079525	protein_coding
hsd11b2	ENSDARG00000001975	protein_coding
mrps18c	ENSDARG00000069624	protein_coding
slc5a9	ENSDARG00000005518	protein_coding
nnt2	ENSDARG00000092522	protein_coding
CU179702.2	ENSDARG00000100740	antisense
CR936300.1	ENSDARG00000091867	antisense
styk1b	ENSDARG00000041947	protein_coding
kcnq3	ENSDARG00000060085	protein_coding
commd9	ENSDARG00000094258	protein_coding
slc35c2	ENSDARG00000037517	protein_coding
txndc11	ENSDARG00000101291	protein_coding
BX530064.2	ENSDARG00000093958	processed_transcript
si:ch211-103n10.5	ENSDARG00000077504	protein_coding
scyl3	ENSDARG00000027046	protein_coding
si:ch211-15j1.5	ENSDARG00000091912	protein_coding
march5l	ENSDARG00000028559	protein_coding
mapkapk2a	ENSDARG00000002552	protein_coding
sclt1	ENSDARG00000057248	protein_coding
si:ch211-155o21.3	ENSDARG00000086518	protein_coding
si:ch211-241e1.5	ENSDARG00000008906	protein_coding
cd226	ENSDARG00000045391	protein_coding
dpm2	ENSDARG00000095623	protein_coding
camta2	ENSDARG00000092799	protein_coding
ddias	ENSDARG00000088690	protein_coding
si:dkeyp-82a1.3	ENSDARG00000092973	protein_coding
icn2	ENSDARG00000055514	protein_coding
si:ch211-77g15.32	ENSDARG00000095362	processed_transcript
si:dkey-188i13.10	ENSDARG00000075151	protein_coding
rps6ka3b	ENSDARG00000057927	protein_coding
snx19a	ENSDARG00000061101	protein_coding
pip4k2ab	ENSDARG00000063544	protein_coding
zgc:194418	ENSDARG00000111790	protein_coding
sult3st4	ENSDARG00000040781	protein_coding
pimr126	ENSDARG00000079459	protein_coding
FO834814.1	ENSDARG00000094938	processed_transcript
si:ch211-244k5.1	ENSDARG00000097681	protein_coding
si:dkey-201l21.2	ENSDARG00000086565	protein_coding
camk1db	ENSDARG00000017446	protein_coding
cyp2aa11	ENSDARG00000103456	protein_coding
six2a	ENSDARG00000058004	protein_coding
knop1	ENSDARG00000077721	protein_coding
snrpf	ENSDARG00000105037	protein_coding
si:dkey-161l11.78	ENSDARG00000099170	TR_J_gene
cdkn1bb	ENSDARG00000054271	protein_coding
knl1	ENSDARG00000070239	protein_coding
rraga	ENSDARG00000104149	protein_coding
si:dkey-149i17.11	ENSDARG00000097081	protein_coding
ankef1b	ENSDARG00000060211	protein_coding
cpne3	ENSDARG00000104177	protein_coding
si:ch211-250c4.5	ENSDARG00000075943	protein_coding
fer1l4	ENSDARG00000076952	protein_coding
prelid3a	ENSDARG00000055288	protein_coding
khk	ENSDARG00000029874	protein_coding
BX681417.10	ENSDARG00000113108	TR_J_gene
si:ch73-380l10.2	ENSDARG00000104297	protein_coding
rnft2	ENSDARG00000053019	protein_coding
pex12	ENSDARG00000035149	protein_coding
si:ch211-57b15.1	ENSDARG00000103260	protein_coding
zgc:101040	ENSDARG00000005176	protein_coding
BX908796.4	ENSDARG00000114685	lincRNA
borcs5	ENSDARG00000077830	protein_coding
si:dkeyp-68b7.7	ENSDARG00000092766	protein_coding
mical3a	ENSDARG00000097017	protein_coding
rragca	ENSDARG00000069829	protein_coding
si:ch211-113a14.12	ENSDARG00000077456	protein_coding
rpl32	ENSDARG00000054818	protein_coding
si:ch1073-363c19.3	ENSDARG00000105544	protein_coding
CU855786.1	ENSDARG00000095818	processed_transcript
arhgap42a	ENSDARG00000056619	protein_coding
arl8bb	ENSDARG00000070318	protein_coding
cdc7	ENSDARG00000023584	protein_coding
parp1	ENSDARG00000019529	protein_coding
eif1axb	ENSDARG00000057912	protein_coding
	ENSDARG00000094741	protein_coding
fbxo32	ENSDARG00000040277	protein_coding
BX842684.2	ENSDARG00000094664	lincRNA
si:dkey-16p6.1	ENSDARG00000090192	protein_coding
ftr24	ENSDARG00000008396	protein_coding
pou3f3a	ENSDARG00000042032	protein_coding
poc1a	ENSDARG00000078533	protein_coding
ugt5c1	ENSDARG00000061444	protein_coding
inpp4ab	ENSDARG00000070995	protein_coding
zgc:100997	ENSDARG00000043667	protein_coding
mical2b	ENSDARG00000020395	protein_coding
si:ch211-160d20.5	ENSDARG00000089627	protein_coding
grem2a	ENSDARG00000056057	protein_coding
zc3h12b	ENSDARG00000062463	protein_coding
sumo1	ENSDARG00000044267	protein_coding
si:ch211-207i1.2	ENSDARG00000030107	protein_coding
zgc:112980	ENSDARG00000037739	protein_coding
rab3aa	ENSDARG00000056347	protein_coding
si:dkey-206f10.1	ENSDARG00000032838	protein_coding
C18H15orf48	ENSDARG00000092903	protein_coding
nktr	ENSDARG00000059097	protein_coding
itga2b	ENSDARG00000018687	protein_coding
enpp7.2	ENSDARG00000053525	protein_coding
fstl1a	ENSDARG00000015559	protein_coding
BX908388.1	ENSDARG00000092178	processed_transcript
proca	ENSDARG00000038258	protein_coding
mrtfab	ENSDARG00000076229	protein_coding
cnrip1a	ENSDARG00000091683	protein_coding
itpa	ENSDARG00000057529	protein_coding
nr4a1	ENSDARG00000000796	protein_coding
si:dkeyp-100h4.2	ENSDARG00000096109	protein_coding
si:rp71-17i16.5	ENSDARG00000037527	protein_coding
tm6sf2	ENSDARG00000029057	protein_coding
bsdc1	ENSDARG00000052623	protein_coding
ppp1r1c	ENSDARG00000038941	protein_coding
svep1	ENSDARG00000013526	protein_coding
bloc1s2	ENSDARG00000046081	protein_coding
peli1b	ENSDARG00000044083	protein_coding
nanp	ENSDARG00000075143	protein_coding
zgc:64022	ENSDARG00000070705	protein_coding
CT027551.1	ENSDARG00000097357	lincRNA
dclre1a	ENSDARG00000091768	protein_coding
dusp28	ENSDARG00000059695	protein_coding
zak	ENSDARG00000044615	protein_coding
psmb1	ENSDARG00000009640	protein_coding
BX248418.1	ENSDARG00000096569	lincRNA
tfdp2	ENSDARG00000042835	protein_coding
jak2b	ENSDARG00000018882	protein_coding
tgfbr1a	ENSDARG00000017494	protein_coding
CU137717.1	ENSDARG00000093153	processed_transcript
zfr2	ENSDARG00000071683	protein_coding
tlx1	ENSDARG00000003965	protein_coding
si:ch211-246b8.2	ENSDARG00000102904	protein_coding
faap100	ENSDARG00000079457	protein_coding
BX322575.1	ENSDARG00000095595	processed_transcript
si:dkey-48g21.7	ENSDARG00000100707	lincRNA
pax2b	ENSDARG00000032578	protein_coding
si:ch211-8c17.4	ENSDARG00000103555	protein_coding
ildr1a	ENSDARG00000103929	protein_coding
BX323575.1	ENSDARG00000096826	antisense
BX323457.2	ENSDARG00000094501	processed_transcript
gipc2	ENSDARG00000009488	protein_coding
BX324123.4	ENSDARG00000095421	processed_transcript
zgc:110843	ENSDARG00000073845	protein_coding
ghdc	ENSDARG00000055569	protein_coding
tbc1d20	ENSDARG00000032298	protein_coding
jph1a	ENSDARG00000058603	protein_coding
pnrc2	ENSDARG00000053291	protein_coding
cntn1b	ENSDARG00000045685	protein_coding
CR790366.2	ENSDARG00000097106	processed_transcript
tmem88a	ENSDARG00000056920	protein_coding
yrdc	ENSDARG00000041428	protein_coding
smap1	ENSDARG00000031302	protein_coding
si:ch211-194g2.4	ENSDARG00000094648	protein_coding
otub1a	ENSDARG00000055536	protein_coding
si:ch73-335l21.2	ENSDARG00000105617	protein_coding
hdlbpa	ENSDARG00000009830	protein_coding
ppp1r27b	ENSDARG00000100504	protein_coding
got2a	ENSDARG00000041068	protein_coding
si:ch73-92i20.1	ENSDARG00000093081	protein_coding
rgs14a	ENSDARG00000021521	protein_coding
BX927218.1	ENSDARG00000094472	antisense
SMIM18	ENSDARG00000093064	protein_coding
zgc:174222	ENSDARG00000103078	protein_coding
lrp2a	ENSDARG00000102506	protein_coding
prkx	ENSDARG00000060716	protein_coding
nkx1.2la	ENSDARG00000006350	protein_coding
ugt5g2	ENSDARG00000043901	protein_coding
ndr1	ENSDARG00000057096	protein_coding
zgc:172218	ENSDARG00000089869	protein_coding
znfl1l	ENSDARG00000094197	protein_coding
ptbp2a	ENSDARG00000101947	protein_coding
si:ch211-214j24.10	ENSDARG00000045847	protein_coding
eif5	ENSDARG00000003681	protein_coding
cdyl	ENSDARG00000038985	protein_coding
enam	ENSDARG00000092730	protein_coding
si:ch211-140b10.6	ENSDARG00000045342	protein_coding
rgmd	ENSDARG00000034013	protein_coding
triobpb	ENSDARG00000006385	protein_coding
gng2	ENSDARG00000056831	protein_coding
actr6	ENSDARG00000021370	protein_coding
prrc1	ENSDARG00000044304	protein_coding
galr1a	ENSDARG00000005522	protein_coding
tspan13b	ENSDARG00000070479	protein_coding
si:ch211-125e6.8	ENSDARG00000094518	protein_coding
hspa13	ENSDARG00000040984	protein_coding
zgc:77056	ENSDARG00000029615	protein_coding
si:dkey-11o15.5	ENSDARG00000095592	protein_coding
chrnd	ENSDARG00000019342	protein_coding
pofut1	ENSDARG00000008953	protein_coding
casq2	ENSDARG00000008982	protein_coding
cyp2x10.2	ENSDARG00000006501	protein_coding
wdr37	ENSDARG00000074611	protein_coding
glipr2l	ENSDARG00000016837	protein_coding
mbd1a	ENSDARG00000101205	protein_coding
sbk3	ENSDARG00000057687	protein_coding
casc3	ENSDARG00000029911	protein_coding
dhrs3b	ENSDARG00000044803	protein_coding
enpp2	ENSDARG00000011257	protein_coding
CR361551.1	ENSDARG00000093471	lincRNA
cav3	ENSDARG00000024141	protein_coding
gsc	ENSDARG00000059073	protein_coding
si:dkeyp-44b5.4	ENSDARG00000109740	protein_coding
pcloa	ENSDARG00000063299	protein_coding
rem1	ENSDARG00000020544	protein_coding
si:ch211-59d8.2	ENSDARG00000113510	protein_coding
vps13c	ENSDARG00000074465	protein_coding
si:ch73-112l6.1	ENSDARG00000093126	protein_coding
pgr	ENSDARG00000035966	protein_coding
BX323801.1	ENSDARG00000095995	processed_transcript
poc1bl	ENSDARG00000012745	protein_coding
tbc1d10ab	ENSDARG00000060096	protein_coding
cyp2k18	ENSDARG00000104593	protein_coding
pgap1	ENSDARG00000062465	protein_coding
BX323556.1	ENSDARG00000090171	unprocessed_pseudogene
si:ch73-367f21.5	ENSDARG00000089503	protein_coding
adgre16	ENSDARG00000096622	protein_coding
si:dkey-246e1.3	ENSDARG00000094533	protein_coding
BX957318.1	ENSDARG00000099958	protein_coding
aicda	ENSDARG00000015734	protein_coding
syk	ENSDARG00000008186	protein_coding
CU466285.2	ENSDARG00000099204	antisense
si:dkey-76p14.2	ENSDARG00000094037	protein_coding
rmc1	ENSDARG00000029307	protein_coding
acot19	ENSDARG00000040427	protein_coding
nus1	ENSDARG00000027813	protein_coding
akirin2	ENSDARG00000058729	protein_coding
si:dkey-69c1.1	ENSDARG00000093426	protein_coding
ccdc32	ENSDARG00000073962	protein_coding
FP102969.1	ENSDARG00000101412	lincRNA
	ENSDARG00000073784	protein_coding
si:dkey-9i23.4	ENSDARG00000051993	protein_coding
lrrc8da	ENSDARG00000103370	protein_coding
aplnr2	ENSDARG00000004447	protein_coding
tyw5	ENSDARG00000069672	protein_coding
ptger4a	ENSDARG00000059236	protein_coding
si:dkey-58b18.10	ENSDARG00000113007	protein_coding
C20H12orf57	ENSDARG00000030038	protein_coding
slc17a5	ENSDARG00000055190	protein_coding
slitrk3b	ENSDARG00000074739	protein_coding
si:dkey-77f5.4	ENSDARG00000097808	protein_coding
ppp1r13ba	ENSDARG00000004377	protein_coding
cxcl8b.1	ENSDARG00000102299	protein_coding
BX323082.1	ENSDARG00000032077	unprocessed_pseudogene
atf7a	ENSDARG00000011298	protein_coding
srgap1a	ENSDARG00000007461	protein_coding
triap1	ENSDARG00000014963	protein_coding
gtf2b	ENSDARG00000103578	protein_coding
bcl11ab	ENSDARG00000063153	protein_coding
CR855300.1	ENSDARG00000095922	processed_transcript
BX649484.1	ENSDARG00000094193	processed_transcript
ahcyl2a	ENSDARG00000051873	protein_coding
ppl	ENSDARG00000101043	protein_coding
itsn1	ENSDARG00000000086	protein_coding
efhd2	ENSDARG00000055759	protein_coding
si:ch73-368j24.11	ENSDARG00000105430	protein_coding
si:dkey-78l4.11	ENSDARG00000071381	protein_coding
cttnbp2nlb	ENSDARG00000056091	protein_coding
si:dkey-23a13.21	ENSDARG00000105508	protein_coding
b4galt4	ENSDARG00000104042	protein_coding
si:dkey-23a13.22	ENSDARG00000105384	protein_coding
tmem196b	ENSDARG00000090140	protein_coding
BX572077.2	ENSDARG00000097788	antisense
ing4	ENSDARG00000030716	protein_coding
CU207343.2	ENSDARG00000097466	antisense
fabp3	ENSDARG00000023290	protein_coding
si:dkey-156k2.7	ENSDARG00000096065	protein_coding
ankfy1	ENSDARG00000061013	protein_coding
st8sia3	ENSDARG00000045301	protein_coding
intu	ENSDARG00000077639	protein_coding
alas2	ENSDARG00000038643	protein_coding
si:dkey-30h22.11	ENSDARG00000077696	protein_coding
tom1l2	ENSDARG00000009217	protein_coding
AL954149.1	ENSDARG00000094070	processed_transcript
gba	ENSDARG00000076058	protein_coding
C16H1orf43	ENSDARG00000055613	protein_coding
mtch2	ENSDARG00000019732	protein_coding
CR293508.1	ENSDARG00000097094	antisense
psma8	ENSDARG00000010965	protein_coding
si:dkey-88l16.3	ENSDARG00000094055	protein_coding
barhl1a	ENSDARG00000035508	protein_coding
gamt	ENSDARG00000070844	protein_coding
nsun5	ENSDARG00000043209	protein_coding
wapla	ENSDARG00000044144	protein_coding
FP085399.4	ENSDARG00000104303	processed_transcript
hipk3b	ENSDARG00000062082	protein_coding
fam20cb	ENSDARG00000090338	protein_coding
zgc:112977	ENSDARG00000071741	protein_coding
plvapa	ENSDARG00000076972	protein_coding
LSM2	ENSDARG00000103066	protein_coding
CU984583.1	ENSDARG00000101819	lincRNA
CU137716.1	ENSDARG00000093872	transcribed_unprocessed_pseudogene
myoz2b	ENSDARG00000037266	protein_coding
hoxa5a	ENSDARG00000102501	protein_coding
clcn2c	ENSDARG00000060439	protein_coding
tspan35	ENSDARG00000025757	protein_coding
uqcrb	ENSDARG00000011146	protein_coding
ostm1	ENSDARG00000069808	protein_coding
CR450727.1	ENSDARG00000097549	lincRNA
ythdc1	ENSDARG00000051953	protein_coding
ino80b	ENSDARG00000062749	protein_coding
si:dkeyp-2e4.3	ENSDARG00000095283	protein_coding
kat14	ENSDARG00000041708	protein_coding
si:dkeyp-2e4.6	ENSDARG00000093656	protein_coding
iqcb1	ENSDARG00000101032	protein_coding
necap2	ENSDARG00000046002	protein_coding
slc22a7b.2	ENSDARG00000091252	protein_coding
ptbp1a	ENSDARG00000019362	protein_coding
tns3.1	ENSDARG00000095654	protein_coding
znf1062	ENSDARG00000095149	protein_coding
AL929105.1	ENSDARG00000105194	lincRNA
FP089536.1	ENSDARG00000103110	lincRNA
pcgf5b	ENSDARG00000052388	protein_coding
klhl7	ENSDARG00000101445	protein_coding
mapk8b	ENSDARG00000009870	protein_coding
rpl18	ENSDARG00000029533	protein_coding
si:dkey-10h3.3	ENSDARG00000095068	protein_coding
si:dkey-91i10.2	ENSDARG00000074034	protein_coding
chia.3	ENSDARG00000009612	protein_coding
CR848825.1	ENSDARG00000097830	antisense
cacna2d2b	ENSDARG00000078169	protein_coding
hist1h2a10	ENSDARG00000112840	protein_coding
si:ch211-207d10.2	ENSDARG00000097941	protein_coding
pla2g12b	ENSDARG00000015662	protein_coding
emilin1b	ENSDARG00000026166	protein_coding
abca4a	ENSDARG00000057169	protein_coding
esyt3	ENSDARG00000006422	protein_coding
mapk11	ENSDARG00000045836	protein_coding
fbxl18	ENSDARG00000007443	protein_coding
rrp36	ENSDARG00000032516	protein_coding
si:dkeyp-82a1.6	ENSDARG00000094336	protein_coding
amacr	ENSDARG00000057435	protein_coding
arhgef4	ENSDARG00000012914	protein_coding
	ENSDARG00000069909	protein_coding
pdgfrl	ENSDARG00000006456	protein_coding
ccr9b	ENSDARG00000099738	protein_coding
mb21d2	ENSDARG00000077690	protein_coding
atp1b1a	ENSDARG00000013144	protein_coding
si:ch211-15j1.4	ENSDARG00000092604	protein_coding
fbxo25	ENSDARG00000075172	protein_coding
tex15	ENSDARG00000098929	protein_coding
si:ch211-235i11.6	ENSDARG00000097839	protein_coding
CR318588.2	ENSDARG00000092833	processed_transcript
pcdh2ab3	ENSDARG00000102719	protein_coding
kdm4aa	ENSDARG00000018782	protein_coding
ankrd27	ENSDARG00000089207	protein_coding
dnaaf1	ENSDARG00000012030	protein_coding
mpeg1.2	ENSDARG00000043093	protein_coding
unm_sa1614	ENSDARG00000002607	protein_coding
BX323453.1	ENSDARG00000100563	lincRNA
si:ch211-207c6.2	ENSDARG00000095304	protein_coding
dlb	ENSDARG00000004232	protein_coding
prelid1a	ENSDARG00000098671	protein_coding
BX530407.2	ENSDARG00000093950	antisense
cops2	ENSDARG00000004785	protein_coding
zgc:113424	ENSDARG00000035680	protein_coding
mapre3b	ENSDARG00000102878	protein_coding
si:ch73-278m9.1	ENSDARG00000079143	protein_coding
CR318588.3	ENSDARG00000094719	processed_transcript
BX321912.1	ENSDARG00000101371	antisense
prtga	ENSDARG00000100044	protein_coding
usf1	ENSDARG00000041689	protein_coding
si:dkey-228d14.5	ENSDARG00000057440	protein_coding
BX005313.2	ENSDARG00000093099	processed_transcript
CR318674.1	ENSDARG00000094123	processed_transcript
polr3g	ENSDARG00000024687	protein_coding
afg1la	ENSDARG00000011466	protein_coding
fut9b	ENSDARG00000067524	protein_coding
cplx4b	ENSDARG00000059486	protein_coding
SERP2	ENSDARG00000039008	protein_coding
zgc:158260	ENSDARG00000101703	protein_coding
pigt	ENSDARG00000075842	protein_coding
BX530032.1	ENSDARG00000101617	lincRNA
si:dkeyp-121d4.3	ENSDARG00000089355	protein_coding
mbnl2	ENSDARG00000018460	protein_coding
BX324164.3	ENSDARG00000097353	antisense
si:ch211-232i5.1	ENSDARG00000078072	protein_coding
cyp2aa4	ENSDARG00000098803	protein_coding
pimr157	ENSDARG00000116490	protein_coding
CR388413.3	ENSDARG00000102278	processed_transcript
ppifa	ENSDARG00000007409	protein_coding
cpm	ENSDARG00000011769	protein_coding
znf395a	ENSDARG00000060113	protein_coding
agtr1a	ENSDARG00000018616	protein_coding
BX681417.15	ENSDARG00000115142	TR_J_gene
sfi1	ENSDARG00000053992	protein_coding
impg2b	ENSDARG00000100105	protein_coding
slc37a4b	ENSDARG00000077180	protein_coding
si:dkey-207m2.4	ENSDARG00000100654	protein_coding
CR354430.4	ENSDARG00000101563	antisense
cpne9	ENSDARG00000098252	protein_coding
BX511311.2	ENSDARG00000097557	lincRNA
SLC35G1	ENSDARG00000063268	protein_coding
CR735121.1	ENSDARG00000092001	processed_transcript
CR788237.1	ENSDARG00000098657	lincRNA
rbm24a	ENSDARG00000102995	protein_coding
calhm1	ENSDARG00000077021	protein_coding
oc90	ENSDARG00000001721	protein_coding
cldn15la	ENSDARG00000016081	protein_coding
zgc:113307	ENSDARG00000044894	protein_coding
cep152	ENSDARG00000075725	protein_coding
BX640576.1	ENSDARG00000101600	processed_transcript
olfcq16	ENSDARG00000056014	protein_coding
mibp	ENSDARG00000101362	protein_coding
ip6k2a	ENSDARG00000008310	protein_coding
mfsd9	ENSDARG00000074728	protein_coding
emx1	ENSDARG00000039569	protein_coding
BX323822.1	ENSDARG00000093404	processed_transcript
slc12a5a	ENSDARG00000075815	protein_coding
col1a2	ENSDARG00000020007	protein_coding
zgc:112160	ENSDARG00000039730	protein_coding
syt14a	ENSDARG00000010934	protein_coding
si:dkey-269p2.1	ENSDARG00000095275	protein_coding
ppp3ccb	ENSDARG00000057456	protein_coding
zgc:91944	ENSDARG00000035887	protein_coding
smim1	ENSDARG00000075500	processed_transcript
snx5	ENSDARG00000020442	protein_coding
purab	ENSDARG00000099614	protein_coding
soul4	ENSDARG00000101008	protein_coding
abi3bpa	ENSDARG00000062156	protein_coding
ubxn10	ENSDARG00000052535	protein_coding
si:ch73-52p7.1	ENSDARG00000095184	protein_coding
pde6a	ENSDARG00000000380	protein_coding
CR855206.3	ENSDARG00000102518	antisense
hist1h4l	ENSDARG00000112528	protein_coding
bet1	ENSDARG00000034885	protein_coding
tnk1	ENSDARG00000069433	protein_coding
si:ch73-345f18.3	ENSDARG00000101218	protein_coding
prdm10	ENSDARG00000104251	protein_coding
CR751227.1	ENSDARG00000097515	antisense
si:dkey-267n13.1	ENSDARG00000035665	protein_coding
ctsa	ENSDARG00000098114	protein_coding
hoxb2a	ENSDARG00000000175	protein_coding
rft1	ENSDARG00000060398	protein_coding
gpr65	ENSDARG00000045957	protein_coding
FP325124.1	ENSDARG00000105356	lincRNA
si:ch1073-82l19.1	ENSDARG00000101799	protein_coding
creb1a	ENSDARG00000053586	protein_coding
puf60b	ENSDARG00000001241	protein_coding
CR812469.1	ENSDARG00000094151	processed_transcript
htatip2	ENSDARG00000028386	protein_coding
si:dkey-83m22.7	ENSDARG00000093739	protein_coding
bokb	ENSDARG00000008807	protein_coding
gpd1b	ENSDARG00000043180	protein_coding
elk4	ENSDARG00000077092	protein_coding
si:dkey-161l11.74	ENSDARG00000102522	TR_J_gene
METTL21C	ENSDARG00000055437	protein_coding
opn3	ENSDARG00000052775	protein_coding
